ID,Aboutus,Aboutus_Duration,Item_page,Item_page_Duration,Checkout_page,Checkout_page_Duration,Bounce_Rates,Exit_Rates,Page_Values,Remarkable_Day,Month,Operating_Systems,Browser,Province,TrafficType,VisitorType,Weekend,Income
778,0,0,5,29,4,12,0,0.033333333,0,0,Mar,Ubuntu,1,1,8,New_Visitor,1,0
779,0,0,12,297.2083333,38,778.675,0.004347826,0.020434783,13.28070081,0,Dec,Windows,1,9,3,Returning_Visitor,no,0
780,0,0,0,0,6,474.3333333,0,0.01,0,0,Dec,Windows,1,3,3,Returning_Visitor,no,0
781,0,0,4,27,42,601.7666667,0,0.004545455,0,0,Mar,Android,5,3,3,Returning_Visitor,no,0
782,0,0,0,0,16,588.3333333,0.028571429,0.067857143,0,0.8,May,Android,6,1,2,Returning_Visitor,no,0
783,0,0,5,112.3333333,55,2831.561111,0,0.028576998,8.903557895,0,May,Android,2,3,1,Returning_Visitor,no,0
784,0,0,0,0,15,598.6,0,0.033333333,0,0,Jul,Android,2,1,2,Returning_Visitor,no,0
785,0,0,0,0,2,13,0,0.1,0,0,Dec,Windows,1,3,2,Returning_Visitor,1,0
786,0,0,0,0,7,58,0.028571429,0.057142857,0,0,May,Android,2,1,4,Returning_Visitor,no,0
787,0,0,0,0,2,17,0,0.1,0,0,Dec,Android,2,1,10,Returning_Visitor,no,0
788,0,0,2,41,7,139,0.022222222,0.055555556,0,0,Mar,Android,5,6,2,Returning_Visitor,1,0
789,0,0,0,0,27,1010.633333,0,0.012962963,0,0,June,Android,2,1,2,Returning_Visitor,no,0
790,3,27,5,131.2,21,893.45,0.017391304,0.020652174,7.091478261,0,May,iOS,2,3,4,Returning_Visitor,1,1
791,2,31.7,1,5,6,104.25,0,0.007407407,0,0,June,Android,5,7,11,New_Visitor,no,0
792,2,41.6,14,128.8095238,37,1584.770476,0.009302326,0.029296378,0,0,Oct,Android,2,1,2,Returning_Visitor,no,0
793,1,80.6,2,23,53,1693.73,0.034545455,0.054839161,0,0,Aug,Android,2,1,1,Returning_Visitor,no,0
794,0,0,0,0,4,95,0,0.05,0,0,Dec,macOS,13,9,20,Other,no,0
795,0,0,8,168.1666667,28,888,0.014285714,0.011428571,0,0,May,Windows,1,1,3,Returning_Visitor,1,0
796,0,0,2,28,6,170.8333333,0,0.007142857,0,0,Mar,iOS,2,7,1,Returning_Visitor,no,0
797,2,82,0,0,134,4772.919574,0.00344942,0.01682332,5.667450916,0,Nov,Windows,2,1,2,Returning_Visitor,no,1
798,0,0,0,0,3,13.25,0.066666667,0.133333333,0,0,Nov,Windows,1,1,1,Returning_Visitor,no,0
799,2,288,0,0,132,6725.66369,0.003731343,0.01286425,0,0,Nov,Android,2,2,2,Returning_Visitor,no,0
800,0,0,6,81.83333333,7,166.5,0,0.015384615,0,0,Nov,Android,2,3,3,New_Visitor,no,0
801,2,324.5,0,0,4,64.25,0,0.033333333,0,0,Dec,iOS,3,2,8,New_Visitor,no,0
802,0,0,0,0,15,378.5,0.004444444,0.037777778,0,0,Nov,Android,2,1,2,Returning_Visitor,no,0
803,0,0,0,0,3,400.6666667,0,0.05,0,0.4,May,Android,2,1,1,Returning_Visitor,no,0
804,3,276,8,66.2,25,641.8,0.006451613,0.013978495,0,0,Oct,Android,2,1,2,Returning_Visitor,no,0
805,0,0,3,79,36,2517,0,0.005405405,27.23866195,0,Mar,Android,10,2,2,Returning_Visitor,1,1
806,0,0,0,0,1,41.5,0.133333333,0.15,0,0,Dec,iOS,2,3,1,Returning_Visitor,1,0
807,0,0,8,268.25,71,2426.791667,0.002702703,0.010810811,33.86849093,0,Nov,Android,2,1,8,Returning_Visitor,no,1
808,0,0,0,0,20,419.6,0.038095238,0.068253968,0,0,Aug,iOS,2,3,3,Returning_Visitor,1,0
809,0,0,2,168.4,10,208,0,0.008333333,0,0,Nov,iOS,2,5,2,New_Visitor,no,0
810,0,0,4,588.2972222,13,631.0674603,0.007058824,0.033529412,0,0,Nov,Android,12,7,2,Returning_Visitor,no,0
811,0,0,0,0,1,0,0.2,0.2,0,0,June,Windows,8,1,1,Returning_Visitor,no,0
812,0,0,0,0,2,12,0,0.1,0,0,Mar,Windows,1,5,3,Returning_Visitor,no,0
813,0,0,0,0,4,4,0.125,0.175,0,0.8,May,iOS,2,4,13,Returning_Visitor,no,0
814,0,0,0,0,2,11,0,0.1,0,0,Aug,iOS,2,1,4,Returning_Visitor,no,0
815,1,10,3,37.75,24,274.5,0,0.006666667,0,0,Dec,Android,2,1,2,New_Visitor,no,0
816,0,0,3,222.5,11,764.5,0.015384615,0.043589744,0,0,May,Android,2,6,11,Returning_Visitor,no,0
817,0,0,0,0,8,82.83333333,0,0.00625,0,0,May,Windows,1,1,4,Returning_Visitor,1,0
818,0,0,0,0,10,242.0833333,0,0.046666667,0,0,Nov,Android,4,7,6,Returning_Visitor,1,0
819,0,0,0,0,5,23,0.08,0.12,0,0,Mar,Android,2,1,1,Returning_Visitor,no,0
820,0,0,0,0,3,25,0.066666667,0.133333333,0,1,May,iOS,2,3,3,Returning_Visitor,1,0
821,6,251.6666667,6,96,16,261,0.012820513,0.029871795,0,0,Nov,iOS,2,7,1,Returning_Visitor,1,0
822,0,0,9,269.8,112,2478.622727,0,0.004005848,60.43385263,0.2,May,Android,2,4,3,Returning_Visitor,no,1
823,0,0,1,14,13,909.5,0,0.014285714,0,0,Mar,Windows,1,1,10,Returning_Visitor,no,0
824,0,0,0,0,2,8,0,0.1,0,0,Dec,Windows,1,1,2,New_Visitor,1,0
825,0,0,0,0,19,623.2,0.022222222,0.044444444,0,0,Jul,Android,5,4,1,Returning_Visitor,1,0
826,1,33.5,6,122.25,60,2719.654762,0.006557377,0.012080406,0,0,Dec,Windows,2,1,2,Returning_Visitor,no,0
827,0,0,0,0,2,73,0,0.05,0,0,May,Windows,1,1,3,Returning_Visitor,no,0
828,0,0,4,165,22,1058.189474,0,0.022173913,0,0,May,Android,2,1,1,Returning_Visitor,no,0
829,0,0,3,89.25,8,67.85,0.018181818,0.033333333,0,0,June,Android,2,8,1,Returning_Visitor,no,1
830,0,0,4,198.5,43,2124.833333,0,0.015151515,48.864,0,May,Android,2,3,4,Returning_Visitor,1,1
831,0,0,0,0,1,0,0.2,0.2,0,0,Feb,iOS,3,3,2,Returning_Visitor,1,0
832,0,0,0,0,27,190.25,0.016,0.04,0,0.2,May,Android,2,3,3,Returning_Visitor,no,0
833,0,0,1,90,30,860.3166667,0,0.008888889,0,0,May,Windows,1,1,7,Returning_Visitor,no,0
834,2,34.25,5,68.5,385,14505.72725,0.007309999,0.013519938,0,0,Nov,iOS,2,3,3,Returning_Visitor,no,0
835,0,0,3,37.3,19,317.8,0.018181818,0.045454545,0,0,Jul,Android,2,7,4,Returning_Visitor,no,0
836,0,0,3,39,6,1180.5,0,0.022222222,0,0,May,Android,2,1,3,Returning_Visitor,no,0
837,0,0,0,0,32,1589.625,0,0.012903226,15.63731434,0,Dec,Android,2,6,1,Returning_Visitor,no,0
838,0,0,0,0,32,1916.633333,0.015625,0.0265625,0,0,Mar,Android,2,1,10,Returning_Visitor,no,0
839,0,0,0,0,8,846.6,0.022222222,0.022222222,24.61778468,0,Nov,Windows,1,7,5,New_Visitor,no,1
840,0,0,3,142.5,48,1052.255952,0.004347826,0.013043478,0,0,Nov,Windows,8,6,11,Returning_Visitor,no,0
841,0,0,1,12,71,1733.658333,0,0.002898551,0,0,Nov,macOS,2,1,3,Returning_Visitor,1,0
842,0,0,5,85.66666667,25,1194.5,0,0.007692308,11.51923077,0,May,Android,2,1,2,New_Visitor,no,1
843,0,0,3,39,2,4,0,0.04,0,0,Mar,Android,5,1,1,Returning_Visitor,no,0
844,0,0,0,0,38,667.1666667,0,0.005263158,0,0,Mar,Android,2,4,1,Returning_Visitor,1,0
845,0,0,5,50,234,5246.435176,0.002616034,0.011613896,21.03233592,0,Nov,Android,2,3,3,Returning_Visitor,no,1
846,0,0,0,0,29,740.5,0,0.009315376,0,0,May,Windows,1,2,4,Returning_Visitor,no,0
847,0,0,3,42.4,20,331.8914286,0,0.004761905,0,0,Aug,Android,2,8,1,Returning_Visitor,1,0
848,0,0,0,0,1,0,0.2,0.2,0,0,Dec,Windows,1,1,2,New_Visitor,no,0
849,0,0,0,0,12,168.2857143,0,0.069444444,0,0.8,May,Android,2,2,2,Returning_Visitor,no,0
850,0,0,0,0,15,267.7333333,0.022857143,0.040606061,0,0,Nov,iOS,2,3,11,Returning_Visitor,1,0
851,0,0,0,0,66,6100.527778,0.010606061,0.046262626,0,0.8,May,Android,5,2,6,Returning_Visitor,no,0
852,0,0,13,498.9,221,3111.362121,0,0.006020558,5.268190163,0,Oct,Android,5,4,2,Returning_Visitor,no,0
853,1,14,0,0,19,1666.75,0,0.021052632,0,0,Nov,macOS,13,9,20,Other,no,0
854,0,0,5,75,31,1066,0,0.014285714,0,0,May,Android,2,1,6,Returning_Visitor,no,0
855,0,0,0,0,17,336,0,0.01875,0,0.8,May,Android,2,1,4,Returning_Visitor,no,0
856,0,0,1,89,17,1175.5,0,0.0125,9.74025,0,May,Windows,1,3,4,New_Visitor,1,1
857,0,0,0,0,5,116.6666667,0.04,0.05,0,0,Oct,iOS,2,1,3,Returning_Visitor,1,0
858,0,0,2,256.5,10,117.25,0.110714286,0.130952381,0,0,Nov,Android,2,7,11,Returning_Visitor,1,1
859,0,0,0,0,11,272,0,0.016666667,0,0.8,May,Android,2,4,4,Returning_Visitor,no,0
860,0,0,1,90.6,11,424.5957143,0.053333333,0.055833333,0,0,Aug,iOS,2,8,1,Returning_Visitor,no,0
861,0,0,4,61.63333333,33,1804.011111,0,0.005022447,41.64590199,0,Nov,Android,2,2,2,Returning_Visitor,no,1
862,0,0,2,91.65,11,553.3433333,0.015384615,0.023589744,11.62063524,0,Oct,Windows,1,3,4,Returning_Visitor,1,0
863,0,0,0,0,38,643.9,0.026315789,0.057894737,0,0,June,Android,4,9,3,Returning_Visitor,no,0
864,0,0,2,94.7,23,897.19,0,0.002898551,0,0,Aug,iOS,2,3,2,New_Visitor,1,0
865,0,0,0,0,112,2218.717208,0.000223214,0.018229167,0,0,Nov,Android,2,1,2,Returning_Visitor,no,0
866,0,0,0,0,30,360.4733333,0.013333333,0.036666667,0,0,Jul,Windows,1,1,3,Returning_Visitor,no,0
867,2,48.5,5,827.2,71,3439.733242,0,0.014808078,0,0,May,Android,2,1,2,Returning_Visitor,no,0
868,0,0,9,161.25,106,2709.522357,0,0.022650186,0,0,Nov,Android,5,4,2,Returning_Visitor,no,0
869,0,0,5,98.91666667,10,177.5833333,0,0.018181818,0,0,Nov,Ubuntu,2,7,2,Returning_Visitor,no,0
870,1,70,3,125,29,705.4,0,0.015625,0,0,Mar,Android,2,1,1,Returning_Visitor,no,0
871,3,161.5,7,170.5,114,3494.831225,0.003601695,0.018762198,0,0,Dec,Android,10,1,2,Returning_Visitor,no,0
872,0,0,7,200.5,66,2656.183333,0.000925926,0.009652076,2.208494444,0,May,Android,2,1,1,Returning_Visitor,no,0
873,0,0,0,0,1,0,0.2,0.2,0,0,Dec,iOS,2,1,1,Returning_Visitor,no,0
874,0,0,2,64.4,15,443.5666667,0,0.00625,166.3735531,0,June,Windows,1,1,5,New_Visitor,1,0
875,0,0,6,91.75,11,380.6666667,0,0.005128205,0,0,Dec,Android,2,1,2,Returning_Visitor,1,0
876,0,0,14,1155.666667,20,1069.16829,0,0.013,0,0,Mar,Android,5,1,3,Returning_Visitor,1,0
877,0,0,0,0,13,350.8333333,0,0.030769231,0,0.6,May,iOS,2,9,13,Returning_Visitor,no,0
878,0,0,2,47.66666667,5,72.33333333,0,0.014285714,0,0,Mar,Windows,1,8,2,New_Visitor,no,0
879,0,0,1,9,111,2451.869048,0,0.015775776,2.797414715,0.4,May,Android,2,8,3,Returning_Visitor,no,1
880,4,231.875,2,112,73,2163.5,0.007692308,0.02991453,11.62573653,0,Nov,Android,2,1,1,Returning_Visitor,1,0
881,0,0,0,0,42,1892.005556,0.02195122,0.040859466,0,0,Nov,Windows,1,1,13,Returning_Visitor,1,1
882,0,0,3,139,10,277.1428571,0,0.007692308,0,0,Mar,iOS,2,1,2,Returning_Visitor,1,0
883,2,1060.75,6,141.9166667,136,8777.613879,0.007159986,0.016360941,21.3825758,0,Dec,iOS,2,1,2,Returning_Visitor,no,1
884,0,0,4,23.53333333,10,118,0.011111111,0.066666667,0,0,June,Android,2,2,3,Returning_Visitor,1,0
885,0,0,0,0,5,93.5,0,0.013333333,0,0.6,May,Android,2,9,13,Returning_Visitor,no,0
886,0,0,2,20.2,14,1261.316667,0,0.009183673,0,0,Aug,Android,2,1,5,Returning_Visitor,no,0
887,1,14,1,19,74,2408.579762,0,0.016621622,0,0,Nov,Android,2,1,2,Returning_Visitor,no,0
888,3,222,7,51,21,654.5,0,0.007142857,0,0,May,Android,2,1,4,New_Visitor,no,0
889,2,232.8,5,91,246,9227.371429,0.006425703,0.024959839,0,0,Oct,Ubuntu,1,4,3,Returning_Visitor,1,0
890,0,0,2,78.64980843,117,4185.096695,0.024119241,0.04298103,2.427453927,0,Jul,Android,2,1,1,Returning_Visitor,no,1
891,0,0,4,202,28,714.9666667,0.014666667,0.016973138,0,0,May,Windows,1,1,4,Returning_Visitor,1,0
892,0,0,3,21,17,256.95,0,0.02,0,0,Nov,Android,4,1,8,New_Visitor,1,1
893,1,13,3,114.125,64,1602.94026,0.013432836,0.028731343,29.88386066,0,Nov,iOS,2,1,3,Returning_Visitor,1,0
894,0,0,0,0,4,67,0,0.05,0,0.6,May,Android,4,1,3,Returning_Visitor,no,0
895,0,0,0,0,20,676.1666667,0,0.025,0,0,Nov,Android,2,3,2,Returning_Visitor,no,0
896,0,0,2,32.83333333,16,877.6666667,0.004166667,0.020208333,0,0,Nov,iOS,2,6,6,Returning_Visitor,1,0
897,1,0,6,128.5,32,796.7066667,0.027027027,0.041441441,0,0,Nov,Android,4,1,1,Returning_Visitor,1,0
898,3,31,7,74,13,292,0,0.0125,0,0,May,Windows,1,3,5,New_Visitor,1,0
899,0,0,0,0,13,226,0,0.023076923,0,0,Dec,Android,2,9,8,New_Visitor,no,0
900,0,0,0,0,22,431.0833333,0.018181818,0.022727273,0,0.6,May,iOS,2,7,13,Returning_Visitor,no,0
901,5,128,13,331.9833333,202,8217.678753,0.001904762,0.013668745,3.651726351,0,Nov,Android,2,3,10,Returning_Visitor,1,1
902,0,0,6,152,17,450.75,0.028571429,0.052380952,14.10739957,0,Nov,Windows,8,3,11,Returning_Visitor,no,1
903,0,0,0,0,4,67.75,0,0.05,0,0,Nov,Android,2,1,1,Returning_Visitor,no,0
904,1,144,5,44.66666667,101,1808.162266,0.045307443,0.06290128,2.153839297,0,Jul,iOS,2,1,3,Returning_Visitor,no,0
905,1,53,13,374.875,88,5958.071931,0.002105263,0.00954386,0,0,Mar,Android,2,3,2,Returning_Visitor,no,0
906,0,0,2,57.5,16,1226,0,0.0125,143.4766783,0,Dec,Android,2,9,2,New_Visitor,1,1
907,0,0,0,0,12,1484,0,0.016666667,0,0,Mar,Android,2,7,1,Returning_Visitor,no,0
908,0,0,0,0,9,143.5,0,0.033333333,0,0,May,Android,2,1,13,Returning_Visitor,no,0
909,0,0,4,65.9,73,3799.2,0.079279279,0.08481982,0,0,Aug,iOS,2,3,13,Returning_Visitor,no,0
910,0,0,3,97.8,5,60.4,0,0.025,0,0,Oct,Android,2,9,2,New_Visitor,no,0
911,0,0,0,0,38,2101.733333,0.010526316,0.028070175,0,0.8,May,Android,2,3,1,Returning_Visitor,no,0
912,0,0,2,33,12,237,0,0.014285714,0,0,May,Ubuntu,2,9,3,Returning_Visitor,no,0
913,0,0,4,193.4,3,364.7,0,0.028571429,0,0,Oct,Android,2,4,4,Returning_Visitor,no,0
914,0,0,0,0,1,0,0.2,0.2,0,0,Dec,iOS,2,9,1,Returning_Visitor,1,0
915,0,0,0,0,8,185.5,0.025,0.0375,0,0,May,Windows,1,3,2,Returning_Visitor,1,0
916,0,0,0,0,6,110,0.011111111,0.058333333,0,0,May,Android,2,4,2,Returning_Visitor,no,0
917,0,0,1,11,23,835.5833333,0.009090909,0.022727273,0,0,Nov,Android,2,1,10,Returning_Visitor,1,0
918,1,47,1,42,36,1994.5,0.012222222,0.026587302,0,0,May,Android,2,7,4,Returning_Visitor,no,0
919,4,24,6,86.32857143,131,5619.384897,0.01294547,0.035488294,3.61382908,0,Nov,iOS,2,1,2,Returning_Visitor,no,0
920,0,0,1,5,6,119.6,0,0.014285714,0,0,Jul,Android,2,1,2,New_Visitor,no,1
921,3,624.6,23,239.7445344,409,9100.402959,0.004301075,0.015934735,6.277683942,0,Jul,Android,2,1,13,Returning_Visitor,1,0
922,0,0,1,7.625,21,1104.9,0,0.014603175,0,0,Dec,Android,2,1,1,Returning_Visitor,no,0
923,0,0,0,0,13,893.2166667,0,0.008333333,23.988,0,May,Android,2,6,2,New_Visitor,1,1
924,6,2166.5,8,145.1,14,1805.425,0,0.031138344,10.90023366,0,Dec,Ubuntu,5,1,2,Returning_Visitor,no,0
925,0,0,0,0,20,2001.833333,0.00952381,0.013492063,0,0,Nov,Android,2,9,6,Returning_Visitor,no,0
926,0,0,0,0,4,55,0,0.05,0,0,Mar,Android,2,1,1,Returning_Visitor,no,0
927,0,0,7,94.84,43,1487.229317,0.004545455,0.019638695,0,0,Oct,Android,4,1,2,Returning_Visitor,no,0
928,0,0,0,0,58,2021.320833,0.005172414,0.031609195,0,0,Nov,Android,2,1,2,Returning_Visitor,no,0
929,1,80.6,17,180.1333333,180,6512.010952,0.002645503,0.012248677,0,0,Sep,Android,2,1,3,Returning_Visitor,no,0
930,0,0,2,20.2,45,580.9357143,0.004444444,0.005,0,0,Aug,Android,2,1,2,New_Visitor,no,0
931,0,0,0,0,2,27,0,0.1,0,0,Mar,Ubuntu,1,4,2,Returning_Visitor,no,0
932,0,0,1,13,15,524.5,0,0.013333333,33.9612,0,May,iOS,2,1,6,Returning_Visitor,no,1
933,0,0,0,0,13,514.4166667,0,0.023992674,0,0,Nov,Android,2,1,2,Returning_Visitor,no,0
934,0,0,2,28.2,7,212.5,0,0.007407407,94.01683315,0,Nov,Android,2,3,2,New_Visitor,1,1
935,0,0,0,0,17,701.8032468,0,0.011111111,61.07207396,0,Nov,Android,2,5,6,New_Visitor,no,1
936,0,0,0,0,16,196.3333333,0.0125,0.023958333,0,0,Oct,Windows,1,3,2,Returning_Visitor,1,0
937,0,0,6,265.0416667,59,2934.236722,0.006666667,0.022333333,6.099899016,0,Nov,Windows,2,1,2,Returning_Visitor,no,0
938,0,0,0,0,3,133.5,0,0.088888889,0,0,Mar,Windows,2,1,8,Returning_Visitor,no,0
939,0,0,2,40,5,558.5,0,0.028571429,0,0,Mar,Android,2,7,2,New_Visitor,1,0
940,0,0,0,0,15,438.6666667,0.023076923,0.039487179,0,0,Nov,Windows,1,1,3,Returning_Visitor,no,0
941,0,0,0,0,27,799.375,0.007407407,0.027601411,0,0,Dec,iOS,2,2,1,Returning_Visitor,1,0
942,0,0,2,11,14,249.6666667,0,0.033333333,0,0,Nov,Ubuntu,2,1,3,Returning_Visitor,no,1
943,4,256.0666667,7,132,125,3674.803673,0.023134328,0.032705748,5.613708292,0,Aug,iOS,2,3,13,Returning_Visitor,no,0
944,2,199.4,3,133.4666667,150,4935.536124,0.005664488,0.016427015,0,0,Oct,Android,2,3,13,Returning_Visitor,1,0
945,0,0,6,352.5,21,696.6666667,0,0.0125,75.06781572,0,Mar,Android,2,6,10,New_Visitor,1,1
946,0,0,5,146,8,489,0,0.015384615,0,0,Mar,Android,2,8,3,Returning_Visitor,no,0
947,0,0,8,699.1666667,62,1003.965152,0.009850746,0.039110006,0,0,Mar,Android,4,3,1,Returning_Visitor,no,0
948,0,0,0,0,25,711.1666667,0,0.016,0,0,Dec,Android,2,2,3,Returning_Visitor,no,0
949,0,0,0,0,19,439.8333333,0.005555556,0.003703704,0,0,Mar,Windows,1,7,2,New_Visitor,no,0
950,0,0,4,75.5,10,158.9733333,0.023076923,0.038461538,20.65287956,0,Oct,Windows,1,3,2,Returning_Visitor,1,1
951,2,38.9,7,94.83333333,262,6774.82,0.000425406,0.013069803,0,0,June,Android,5,1,4,Returning_Visitor,no,0
952,0,0,0,0,2,15,0,0.1,0,0,Nov,Android,2,1,1,Returning_Visitor,no,0
953,0,0,0,0,14,121,0.092857143,0.116666667,0,0.4,May,iOS,2,3,13,Returning_Visitor,no,0
954,0,0,4,76.16666667,10,182.1666667,0,0.018181818,0,0.4,May,iOS,2,1,1,Returning_Visitor,no,0
955,0,0,3,15,12,1138.25,0.030769231,0.048717949,0,0,Dec,Windows,1,1,3,Returning_Visitor,no,0
956,0,0,0,0,5,63,0,0.04,0,0,Feb,Android,2,1,3,Returning_Visitor,no,0
957,0,0,10,263.3583333,69,3416.279167,0.012004662,0.019056732,0,0,Nov,iOS,2,1,2,Returning_Visitor,no,1
958,0,0,0,0,14,561.6666667,0,0.025,0,0,Dec,Android,2,9,10,Returning_Visitor,no,0
959,4,81.33333333,6,148.8,29,1715.687897,0.010909091,0.027138047,0,0,Mar,Android,2,9,1,Returning_Visitor,no,0
960,0,0,0,0,3,39.5,0,0.033333333,0,0,Dec,Windows,1,9,8,New_Visitor,no,0
961,0,0,0,0,16,462.7333333,0.0125,0.046875,0,0,May,Windows,1,1,3,Returning_Visitor,no,0
962,0,0,0,0,13,979.0833333,0,0.006060606,0,0,Dec,iOS,2,6,2,New_Visitor,1,0
963,0,0,5,83.16666667,18,585.5666667,0.010526316,0.052631579,0,0,Jul,Android,2,2,13,Returning_Visitor,1,0
964,3,92.33333333,7,135.2833333,31,892.7244444,0,0.003468013,31.14097898,0,Oct,iOS,2,1,5,Returning_Visitor,no,0
965,0,0,3,149.0666667,19,285.6166667,0.019047619,0.019047619,0,0,Nov,iOS,2,1,2,Returning_Visitor,no,0
966,1,0,1,2,77,2476.154789,0.005128205,0.02648199,0,0,Dec,Android,2,1,2,Returning_Visitor,no,1
967,0,0,1,0,9,300.3333333,0.041666667,0.06875,0,0,Dec,iOS,2,9,1,Returning_Visitor,no,0
968,0,0,0,0,42,2084.479524,0.004761905,0.014920635,0,0,Oct,Windows,1,1,2,Returning_Visitor,no,0
969,0,0,0,0,16,571.5,0.041666667,0.091666667,0,0.4,May,CentOS,1,6,3,Returning_Visitor,no,0
970,2,114.5,8,245.1666667,129,3098.912088,0,0.001704261,9.073052632,0,May,Android,4,1,4,Returning_Visitor,1,0
971,0,0,4,75.86666667,72,1822.866667,0.006756757,0.024774775,11.34860076,0,June,Android,2,7,1,Returning_Visitor,no,0
972,0,0,3,281,16,453.75,0,0.005263158,0,0,Mar,Android,2,5,2,New_Visitor,no,0
973,0,0,1,241,39,2666,0.015384615,0.046153846,0,0.2,May,Android,2,5,13,Returning_Visitor,no,0
974,0,0,0,0,12,640.375,0.023076923,0.041538462,0,0,Dec,Windows,1,5,1,Returning_Visitor,1,0
975,0,0,3,119,41,1282.5,0,0.007142857,0,0,Mar,Android,6,2,2,New_Visitor,no,0
976,0,0,0,0,24,597.8333333,0.008333333,0.020833333,0,0.4,May,Android,2,2,1,Returning_Visitor,no,0
977,0,0,0,0,40,962.3333333,0,0.01625,0,0,Mar,Android,2,9,1,Returning_Visitor,no,0
978,0,0,0,0,4,57,0.1,0.15,0,0,May,Windows,1,3,3,Returning_Visitor,1,0
979,1,25,0,0,43,2053.933333,0.012878788,0.039015152,0,0,May,Android,5,6,3,Returning_Visitor,1,0
980,0,0,2,88,16,1106.333333,0.025,0.053125,0,0,Mar,Windows,1,3,3,Returning_Visitor,no,0
981,0,0,9,135.1,23,620.0333333,0.022222222,0.030246914,0,0,Aug,Android,5,5,1,Returning_Visitor,no,0
982,0,0,0,0,3,249,0,0.066666667,0,0,Mar,Android,4,9,3,Returning_Visitor,no,0
983,0,0,0,0,1,0,0.2,0.2,0,0,Mar,Android,2,1,2,Returning_Visitor,no,0
984,0,0,0,0,15,365.1666667,0.013333333,0.02,0,0,Nov,Android,2,1,13,Returning_Visitor,no,0
985,0,0,0,0,58,1599.5,0,0.007142857,0,0,Nov,Ubuntu,2,1,3,Returning_Visitor,no,0
986,0,0,0,0,1,0,0.2,0.2,0,0,May,Android,4,3,2,Returning_Visitor,no,0
987,0,0,2,65.4,79,2426.006667,0.001265823,0.017721519,0,0,Sep,iOS,2,1,3,Returning_Visitor,no,0
988,1,21,4,183.25,20,651.4,0,0.004166667,0,0,Mar,Windows,1,1,2,Returning_Visitor,no,0
989,0,0,0,0,18,410.9166667,0.105263158,0.119473684,0,1,May,iOS,2,4,13,Returning_Visitor,1,0
990,0,0,0,0,35,2994.827381,0,0.01969697,0,0,Nov,Android,2,1,2,Returning_Visitor,1,0
991,1,11,10,187.7166667,29,277.35,0,0.021904762,0,0,Sep,iOS,2,9,5,Returning_Visitor,no,0
992,0,0,0,0,7,0,0.2,0.2,0,0,June,Android,2,6,13,Returning_Visitor,no,0
993,0,0,0,0,21,464.5833333,0,0.0125,0,0,May,Android,2,3,2,Returning_Visitor,no,0
994,0,0,0,0,7,343.25,0,0.028571429,49.36350729,0,Nov,Android,2,2,7,Returning_Visitor,1,1
995,1,48,2,110.5,5,156,0,0.028571429,0,0,Dec,Android,2,1,2,New_Visitor,no,0
996,0,0,1,102.5,5,97,0,0.011111111,0,0,Mar,iOS,2,1,9,New_Visitor,1,0
997,0,0,0,0,2,29,0,0.05,0,0,Nov,Windows,1,3,3,Returning_Visitor,no,0
998,0,0,1,107,27,839.6666667,0.021428571,0.036666667,0,0.4,May,iOS,2,3,13,Returning_Visitor,no,0
999,0,0,7,131.8333333,63,2074.611111,0.010793651,0.02000962,0,0,Dec,iOS,2,3,10,Returning_Visitor,no,0
1000,0,0,5,236.25,41,1955.783333,0,0.002439024,21.07980488,0,May,Windows,1,6,2,Returning_Visitor,no,1
1001,2,722.9,1,249.8,8,2219.583333,0,0,0,0,Nov,Android,4,4,2,New_Visitor,no,0
1002,0,0,2,74,13,429,0.013333333,0.040444444,0,0,Mar,Android,4,3,6,Returning_Visitor,no,0
1003,0,0,0,0,4,0,0.2,0.2,0,0,Mar,Windows,2,1,1,Returning_Visitor,no,0
1004,0,0,0,0,8,149,0,0.033333333,64.788,0,May,Android,2,1,2,Returning_Visitor,no,1
1005,1,6,3,121.4,36,1418.377619,0.05787037,0.080562169,0,0,Jul,Android,2,8,1,Returning_Visitor,1,0
1006,0,0,2,151,19,716.3571429,0.004761905,0.015873016,10.8692605,0,Mar,Windows,1,7,1,Returning_Visitor,1,1
1007,0,0,1,100,9,246.1666667,0,0.025,0,0,Dec,iOS,2,8,2,Returning_Visitor,1,0
1008,0,0,0,0,2,130,0,0.05,0,0,May,Ubuntu,1,1,3,Returning_Visitor,no,0
1009,0,0,0,0,5,72.75,0,0.04,0,0,Dec,iOS,2,1,2,New_Visitor,1,0
1010,4,235.6,11,471.6266667,22,883.12,0.006451613,0.018196857,19.43795945,0,Sep,iOS,2,3,4,Returning_Visitor,no,0
1011,0,0,8,108.3844538,65,2008.900974,0.001449275,0.02037037,17.43149651,0,Dec,Android,2,3,2,Returning_Visitor,no,0
1012,0,0,0,0,24,657.6666667,0.013636364,0.034090909,0,0.8,May,Android,4,1,3,Returning_Visitor,no,0
1013,0,0,0,0,1,0,0.2,0.2,0,0,Mar,Android,4,3,1,Returning_Visitor,no,0
1014,0,0,0,0,4,992,0,0.05,0,0.2,May,Android,2,4,13,Returning_Visitor,no,0
1015,0,0,5,147.4,12,1226.1,0.022222222,0.037301587,5.034409251,0,Sep,iOS,2,2,1,Returning_Visitor,no,1
1016,0,0,3,148,8,292.5,0,0.027272727,0,0,Mar,Android,2,1,3,Returning_Visitor,1,0
